czas_planowania,il_pkt_w_trajektorii,droga_koncowki,droga_jointow,
0.0748,217,1.5917,2.0262
0.0651,158,1.8699,1.8326
0.0459,76,1.5774,1.1702

Liczba udanych prób: 3
