czas_planowania,il_pkt_w_trajektorii,droga_koncowki,droga_jointow,
0.0250,189,1.6426,1.8321
0.0258,200,2.2233,2.8799
0.0219,236,1.5390,3.5940
0.0257,200,1.9235,2.5478

Liczba udanych prób: 4
