czas_planowania,il_pkt_w_trajektorii,droga_koncowki,droga_jointow,
0.0255,189,1.6171,2.3560
0.0264,189,1.6172,2.3557
0.0479,236,1.6748,2.2170

Liczba udanych prób: 3
