czas_planowania,il_pkt_w_trajektorii,droga_koncowki,droga_jointow,
0.0361,158,1.0923,1.6938
0.0141,217,1.1918,2.0259
0.0199,247,1.7246,4.0582
0.0259,189,0.9990,2.3535
0.0200,293,1.1169,3.2857
0.0157,158,1.0923,1.6934
0.0370,236,1.1977,2.2168
0.0312,217,1.1023,3.2097
0.0175,200,0.8560,2.2796
0.0256,189,1.1045,1.8323
0.0599,279,2.1679,3.9169
0.0321,198,0.9639,1.7344
0.0249,139,0.9906,1.3088
0.0127,76,1.1125,1.1696
0.0203,200,0.8560,2.2799
0.0277,236,1.1977,2.2169
0.0222,189,0.9907,2.1620
0.0241,189,1.1286,2.6857
0.0322,256,1.9250,3.5732
0.0256,198,0.9639,1.7344
0.0263,189,1.0923,2.5471
0.0173,236,1.1083,3.4005
0.0132,76,1.1044,0.9787
0.0414,285,1.2540,2.6518
0.0156,189,1.1286,2.6860
0.0129,58,0.8683,0.7855
0.0299,200,1.2416,3.0349
0.0350,300,1.6444,4.1094
0.0750,139,0.9906,1.3086
0.0273,158,1.0845,1.5027
0.0169,158,1.1402,2.0232
0.0290,245,1.2189,3.4398
0.0254,236,1.1083,3.4003
0.0177,282,1.9074,3.5741
0.0314,217,1.1022,2.3557
0.0253,58,0.8684,0.7855
0.0297,272,1.5215,2.4908
0.0154,189,0.9906,2.1619
0.0176,236,1.1082,3.4005
0.0270,189,1.0924,2.5471
0.0289,236,1.0994,3.5943
0.0344,158,1.1401,2.0237
0.0225,189,1.1044,1.8320
0.0182,242,1.1966,3.0763
0.0141,189,1.1285,2.6860
0.0166,158,1.1401,2.0236
0.0157,158,0.8560,1.3093
0.0251,303,1.6207,3.3582
0.0248,217,1.1918,2.0257
0.0227,217,1.1919,2.0259

min: 0.0127, max: 0.0750, mean: 0.0255

min: 58.0000, max: 303.0000, mean: 200.8600

min: 0.8560, max: 2.1679, mean: 1.1804

min: 0.7855, max: 4.1094, mean: 2.4114

Liczba udanych prób: 50
