czas_planowania,il_pkt_w_trajektorii,droga_koncowki,droga_jointow,
0.0162,189,1.0845,2.3556
0.0237,201,0.9640,2.7056
0.0455,200,1.3874,3.3052
0.0145,189,0.9989,2.3533
0.0272,236,1.1976,3.0703
0.0237,158,1.1286,1.8321
0.0134,58,0.8754,0.9764
0.0234,76,1.1043,0.9789
0.0270,236,1.1977,3.0708
0.0175,221,1.1233,2.8866
0.0303,200,0.9690,2.6974
0.0146,165,1.3668,2.1001
0.0252,139,0.9906,1.3086
0.0263,189,0.9990,2.3540
0.0212,293,2.2626,4.3639
0.0309,219,1.2245,3.5453
0.0129,139,0.9907,1.3084
0.0259,189,1.1401,2.8770
0.0243,139,0.9988,1.4999
0.0143,189,1.0844,2.3561
0.0385,200,0.9690,2.6974
0.0151,198,1.3875,2.3344
0.0133,58,0.8684,0.7856
0.0152,158,0.8560,1.3094
0.0272,236,1.1976,2.2167
0.0164,200,0.9691,2.6974
0.0290,236,1.1498,3.9241
0.0286,231,1.3442,2.8405
0.0347,189,1.1126,2.0233
0.0229,158,0.8560,1.3094
0.0260,200,1.3876,3.3053
0.0138,158,0.8560,1.3091
0.0327,76,1.1045,0.9788
0.0241,58,0.8753,0.9770
0.0248,139,0.9906,1.3086
0.0282,201,1.2424,2.5476
0.0254,165,1.2326,1.3854
0.0258,200,1.3876,3.3055
0.0258,165,1.2422,1.5765
0.0140,201,0.8754,1.9480
0.0175,189,1.0924,2.5468
0.0185,198,0.9639,1.7346
0.0245,58,0.8754,0.9767
0.0263,189,1.1045,1.8324
0.0321,250,1.5724,3.6043
0.0273,217,1.1022,3.2093
0.0295,229,1.2729,2.7254
0.0148,236,1.1977,2.2171
0.0262,189,1.1402,2.8771
0.0303,282,1.5077,2.8775
0.0303,259,1.2245,3.9275
0.0131,139,0.9907,1.3086
0.0242,217,1.1918,2.0260
0.0137,200,0.8561,2.2799
0.0241,189,1.1287,2.6857
0.0148,189,1.1286,2.6857
0.0151,189,1.1126,2.0239
0.0254,189,0.9907,2.1622
0.0238,158,0.8560,1.3093

min: 0.0129, max: 0.0455, mean: 0.0232

min: 58.0000, max: 293.0000, mean: 183.3559

min: 0.8560, max: 2.2626, mean: 1.1238

min: 0.7856, max: 4.3639, mean: 2.2667

Liczba udanych prób: 59
