czas_planowania,il_pkt_w_trajektorii,droga_koncowki,droga_jointow,
0.0273,150,0.9524,2.4695
0.0236,230,0.7613,3.2610
0.0149,173,1.1440,1.6621
0.0253,143,0.7988,2.4689
0.1133,407,2.1453,4.6163
0.0142,158,0.8409,2.0293
0.0146,123,0.9322,1.9880
0.0164,158,0.8535,2.5541
0.0131,123,0.7853,2.1293
0.0166,158,0.5685,2.3133
0.0126,173,0.7544,2.1847
0.0309,77,0.6947,1.5059
0.0136,93,1.0454,1.3505
0.0255,77,0.6748,0.9830
0.0153,173,1.1734,2.6529
0.0395,158,1.0560,1.8742
0.0135,77,0.6948,1.5060
0.0296,243,0.8778,3.5807
0.0233,222,1.0025,3.2171
0.0241,276,1.6652,3.3561
0.0249,123,0.6729,1.9741
0.0273,173,1.1792,2.1853
0.0425,214,1.1643,3.1513
0.0290,195,0.8801,2.7361
0.0261,272,1.4923,3.8328
0.0345,249,2.2917,3.7299
0.0278,123,0.7655,2.0300
0.0172,223,1.1387,3.0765
0.0124,123,0.7988,2.1002
0.0149,228,1.1456,2.4970
0.0244,143,0.7853,2.4976
0.0130,123,0.6730,1.9741
0.0291,93,1.0500,1.9454
0.0144,123,0.7511,1.8320
0.0328,289,0.9216,3.6721
0.0387,239,1.5338,2.9693
0.0244,158,1.0744,2.3986
0.0261,150,0.9525,2.4694
0.0261,173,1.1521,2.9927
0.0162,223,1.1385,2.3977
0.0267,187,0.9457,2.5574
0.0155,173,1.0672,2.5535
0.0277,173,1.0745,3.0770
0.0351,277,1.5672,4.1840
0.0266,93,1.0499,1.9451
0.0204,166,1.1856,2.7246
0.0246,143,1.0840,2.2009
0.0230,150,0.7950,1.9459
0.0322,158,0.7527,2.8370
0.0140,150,0.9523,2.4695
0.0312,258,1.2687,4.0639
0.0304,193,1.1439,2.5537

min: 0.0124, max: 0.1133, mean: 0.0253

min: 77.0000, max: 407.0000, mean: 175.9615

min: 0.5685, max: 2.2917, mean: 1.0359

min: 0.9830, max: 4.6163, mean: 2.5630

Liczba udanych prób: 52
