czas_planowania,il_pkt_w_trajektorii,droga_koncowki,droga_jointow,
0.0239,281,1.7110,3.3439
0.0310,245,2.3929,3.3847
0.0150,200,0.8756,1.9478
0.0278,139,0.9989,1.4999
0.0468,301,2.2194,3.9119
0.0136,158,0.8560,1.3094
0.0294,200,0.9690,2.6974
0.0385,228,1.5303,3.6152
0.0298,229,2.0462,2.9572
0.0341,234,2.1360,3.3721
0.0182,179,0.9690,1.7263
0.0158,200,0.8561,2.2801
0.0280,158,0.8560,1.3091
0.0163,236,1.1498,3.9240
0.0463,346,3.0525,4.8794
0.0158,177,1.5290,1.8184
0.0415,158,1.1286,1.8324
0.0241,198,2.0272,2.2909
0.0295,227,1.2725,2.8364
0.0388,364,1.8298,4.6575
0.0581,335,1.9165,4.7629
0.0277,225,1.2354,3.1791
0.0334,324,1.7295,4.0776
0.0362,299,1.5179,3.7464
0.0335,238,3.1105,2.1666
0.0298,201,2.2634,2.2365
0.0192,221,3.5746,2.9471
0.0274,139,0.9989,1.5000
0.0237,217,1.1022,2.3557
0.0244,139,0.9907,1.3084
0.0273,218,2.5171,2.5591
0.0167,189,1.1402,2.8768
0.0147,217,1.1023,3.2098
0.0297,254,1.8675,3.2889
0.0245,158,1.1286,1.8324
0.0264,158,1.1286,1.8322
0.0456,360,2.1438,5.5324
0.0552,257,1.7176,3.5121
0.0473,189,1.1286,2.6859
0.0349,231,3.0181,3.1809
0.0353,267,1.2308,3.3249
0.0352,325,1.7677,4.1811
0.0290,265,1.7536,3.5671
0.0241,179,0.9691,1.7270
0.0196,174,1.8407,2.4001
0.0415,217,1.1023,3.2096
0.0313,177,1.7121,2.1801
0.0279,58,0.8684,0.7856
0.0256,178,2.4367,2.0894

min: 0.0136, max: 0.0581, mean: 0.0300

min: 58.0000, max: 364.0000, mean: 221.7755

min: 0.8560, max: 3.5746, mean: 1.6208

min: 0.7856, max: 5.5324, mean: 2.8133

Liczba udanych prób: 49
