czas_planowania,il_pkt_w_trajektorii,droga_koncowki,droga_jointow,
0.0245,261,2.2849,3.5363
0.0186,158,0.8535,2.5535
0.0147,193,0.7951,2.8377
0.0168,249,1.1795,3.0531
0.0239,193,0.6748,1.8751
0.0155,93,1.0670,1.8746
0.0163,158,0.5685,2.4685
0.0325,235,0.9977,3.6864
0.0167,158,0.8124,2.9924
0.0262,173,1.2647,2.5110
0.0327,179,1.2373,2.3694
0.0322,224,1.2662,3.5166
0.0247,173,0.8409,2.7086
0.0263,173,1.1794,2.1855
0.0289,266,1.4918,3.4895
0.0148,94,1.0840,1.8327
0.0216,184,1.6399,2.8996
0.0157,173,1.1968,2.7083
0.0152,149,0.7597,2.2257
0.0266,158,0.8535,2.5535
0.0185,193,1.1843,3.4366
0.0148,150,0.9523,2.4694
0.0266,223,1.1386,3.0766
0.0250,173,0.7656,2.7087
0.0279,173,1.3000,2.6250
0.0256,203,1.0174,2.8116
0.0297,238,1.9740,3.9566
0.0278,173,1.0336,2.9923
0.0233,121,1.0284,1.9738
0.0217,232,1.1408,3.1231
0.0294,237,1.4499,2.8086
0.0282,192,1.1843,2.5455
0.0256,77,0.6948,1.5062
0.0247,158,0.7189,1.5064
0.0273,193,1.1967,3.6002
0.0251,77,0.6948,1.5059
0.0137,158,0.8535,2.5534
0.0134,173,1.1439,1.6618
0.0277,77,0.6947,1.5058
0.0236,150,1.1523,2.3143
0.0291,232,1.1812,3.4227
0.0281,234,1.4660,3.4302
0.0255,173,1.1441,1.6621
0.0211,221,1.3844,3.2578
0.0256,173,1.1523,2.9936
0.0232,158,0.7189,1.5065
0.0249,158,1.0745,2.3981

min: 0.0134, max: 0.0327, mean: 0.0234

min: 77.0000, max: 266.0000, mean: 177.9574

min: 0.5685, max: 2.2849, mean: 1.0955

min: 1.5058, max: 3.9566, mean: 2.6219

Liczba udanych prób: 47
